cofids_food_code,name,description,protein,fat,carbohydrate,kcal
15-427,"Cabbage, red, cooked with apple","Recipe from Wiles et al, 1980",0.009,0.029,0.079,0.6
15-602,"Shepherd's pie, vegetable",Recipe. Vegetable and lentil base with potato topping. Recipe from review of recipe collection,0.046,0.04,0.158,1.13
15-581,"Rice and split peas, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,0.058,0.033,0.36,1.87
15-541,Mchicha,Recipe. West Indian dish. Steamed spinach with onion and tomato.,0.037,0.048,0.04,0.73
15-571,Ratatouille,"Recipe adapted from Wiles et al, 1980",0.013,0.07,0.038,0.82
15-572,Re-fried beans,Recipe. Mashed kidney bean dish. Recipe from review of recipe collection,0.07,0.095,0.15,1.69
15-573,Red pea loaf,Recipe. West Indian dish. Red kidney beans. Recipe from a personal collection,0.092,0.036,0.156,1.27
15-574,Rice and black-eye beans,Recipe. West Indian dish. Recipe from review of recipe collection,0.058,0.031,0.342,1.8
15-575,"Rice and black-eye beans, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,0.056,0.029,0.328,1.72
15-576,Rice and pigeon peas,Recipe. West Indian dish. Recipe from review of recipe collection,0.05,0.03,0.333,1.72
15-577,"Rice and pigeon peas, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,0.049,0.028,0.32,1.65
15-578,Rice and red kidney beans,Recipe. West Indian dish. Recipe from review of recipe collection,0.054,0.03,0.316,1.67
15-593,"Salad, rice, brown","Recipe. Rice, vegetables, nut and raisin. Recipe from dietary survey records",0.03,0.074,0.237,1.67
15-580,Rice and split peas,Recipe. West Indian dish. Recipe from review of recipe collection,0.06,0.035,0.374,1.96
15-569,"Potato cakes, fried in vegetable oil",Recipe,0.039,0.085,0.314,2.1
15-582,"Risotto, vegetable, brown rice","Recipe. White rice, vegetables, red kidney beans and cashew nuts. Recipe from Leeds Polytechnic",0.04,0.064,0.186,1.44
15-583,"Rissoles, chick pea, fried in sunflower oil",Recipe from dietary survey records,0.08,0.169,0.16,2.44
15-584,"Rissoles, chick pea, fried in vegetable oil",Recipe from dietary survey records,0.08,0.169,0.16,2.44
15-585,"Rissoles, vegetable, fried in sunflower oil","Recipe. Potato, turnip, carrot and pea. Recipe from dietary survey records",0.015,0.074,0.127,1.2
15-586,"Rissoles, vegetable, fried in vegetable oil","Recipe. Potato, turnip, carrot and pea. Recipe from dietary survey records",0.015,0.074,0.127,1.2
15-587,"Roulade, spinach",Recipe from dietary survey records,0.101,0.139,0.045,1.82
15-588,"Salad, beetroot",Recipe. Beetroot and onion in French dressing. Recipe from review of recipe collection,0.019,0.047,0.088,0.83
15-589,"Salad, Greek","Recipe. Salad with feta cheese, olives and olive oil. Recipe from review of recipe collection",0.027,0.125,0.019,1.31
15-590,"Salad, pasta","Recipe. Pasta, vegetables and mayonnaise. Recipe from dietary survey records",0.041,0.079,0.18,1.54
15-579,"Rice and red kidney beans, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,0.052,0.028,0.303,1.6
15-462,"Curry, chick pea dahl and spinach, with vegetable oil",Recipe. Split chick peas,0.063,0.142,0.128,2.01
15-474,"Curry, egg and potato","Recipe. Egg, potato and tomato",0.068,0.099,0.065,1.38
15-519,"Flan, lentil and tomato",Recipe,0.074,0.06,0.229,1.7
15-453,"Curry, black gram dahl","Recipe, Split black gram",0.042,0.034,0.07,0.75
15-454,"Curry, black gram, whole, Bengali","Recipe, Thin consistency",0.043,0.028,0.085,0.76
15-455,"Curry, black gram, whole, Gujerati","Recipe, thick consistency",0.084,0.066,0.153,1.54
15-456,"Curry, black gram, whole and red kidney bean",Recipe,0.045,0.05,0.084,0.94
15-457,"Curry, black-eye bean, Gujerati",Recipe,0.08,0.044,0.184,1.39
15-458,"Curry, Bombay potato","Recipe. Potato, tomato and spices",0.02,0.067,0.138,1.18
15-459,"Curry, cabbage",Recipe. White cabbage in masala sauce,0.019,0.05,0.081,0.83
15-543,"Okra with tomatoes and onion, Greek",Recipe,0.029,0.167,0.05,1.8
15-461,"Curry, chick pea dahl and spinach, with butter",Recipe. Split chick peas,0.064,0.12,0.129,1.82
15-449,"Crumble, vegetable in tomato base",Recipe. Assorted vegetable crumble.,0.033,0.104,0.188,1.78
15-463,"Curry, chick pea, whole","Recipe, Gujerati dish",0.096,0.075,0.218,1.83
15-464,"Curry, chick pea, whole, basic","Recipe, Basic UK-type dish.",0.06,0.035,0.143,1.09
15-465,"Curry, chick pea, whole and potato",Recipe. Gujerati dish containing natural yogurt.,0.057,0.054,0.126,1.19
15-466,"Curry, chick pea, whole and tomato, Gujerati, with butter ghee","Recipe. Large white chick peas, tomato and onion.",0.077,0.146,0.201,2.37
15-467,"Curry, chick pea, whole and tomato, Gujerati, with vegetable oil","Recipe. Large white chick peas, tomato and onion.",0.077,0.146,0.201,2.38
15-468,"Curry, courgette and potato","Recipe. Punjabi dish. Courgette, potato, onion and tomato.",0.02,0.06,0.086,0.94
15-471,"Curry, dudhi, kofta",Recipe. Gujerati dish. Fried dudhi balls in a tomato and onion sauce,0.026,0.074,0.093,1.11
15-472,"Curry, egg, with butter","Recipe. Punjabi dish. Egg, onion and tomato.",0.049,0.11,0.047,1.35
15-473,"Curry, egg, with vegetable oil","Recipe. Punjabi dish. Egg, onion and tomato.",0.048,0.126,0.047,1.49
15-460,"Curry, cauliflower and potato","Recipe, Gujerati dish. Cauliflower, potato, tomato and onion.",0.034,0.024,0.067,0.6
15-439,"Chilli, bean and lentil",Recipe,0.052,0.026,0.132,0.92
15-428,Callaloo and cho cho,West Indian dish. Spinach and cho cho. Recipe from a personal collection,0.021,0.066,0.025,0.77
15-429,Callaloo and okra,West Indian dish. Spinach and okra. Recipe from a personal collection,0.018,0.064,0.022,0.73
15-430,"Cannelloni, spinach","Recipe, Pasta tubes with spinach and ricotta filling. Recipe from dietary survey records",0.053,0.075,0.154,1.47
15-431,"Casserole, bean and mixed vegetable",Recipe adapted from a recipe from Leeds Polytechnic. Mixed beans and vegetables,0.028,0.007,0.078,0.46
15-432,"Casserole, bean and root vegetable",Recipe from dietary survey records. Mixed beans and vegetables,0.03,0.006,0.078,0.47
15-433,"Casserole, sweet potato and green banana",Recipe. West Indian dish. Recipe from a personal collection,0.012,0.066,0.312,1.81
15-434,"Cauliflower cheese, made with skimmed milk",Recipe,0.06,0.061,0.05,0.98
15-435,"Cauliflower in white sauce, made with whole milk",Recipe,0.033,0.04,0.049,0.69
15-436,"Cauliflower in white sauce, made with semi-skimmed milk",Recipe,0.034,0.032,0.049,0.62
15-451,"Curry, almond",Recipe,0.056,0.337,0.033,3.28
15-438,Cauliflower with onions and chilli pepper,"Recipe, Bangladeshi dish",0.027,0.034,0.034,0.55
15-452,"Curry, aubergine","Recipe, Aubergine and potato in masala sauce.",0.014,0.101,0.063,1.19
15-440,"Chilli, Quorn",Recipe,0.053,0.041,0.069,0.83
15-441,"Cho cho fritters, fried in vegetable oil",Recipe West Indian dish.,0.047,0.131,0.159,1.96
15-442,"Coco fritters, fried in vegetable oil","recipe, West Indian dish",0.047,0.228,0.261,3.22
15-443,Coo-coo,"Recipe, West Indian dish. Cornmeal with okra.",0.024,0.018,0.176,0.98
15-444,"Corn fritters, fried in vegetable oil",Recipe. West Indian dish. Sweetcorn-based.,0.059,0.155,0.329,2.87
15-445,Corn pudding,Recipe.West Indian dish. Baked sweetcorn pudding.,0.048,0.04,0.146,1.1
15-446,Courgettes with eggs,Recipe. Greek dish,0.039,0.101,0.022,1.15
15-447,"Crumble, vegetable in milk base",Recipe. Cauliflower and sweetcorn crumble.,0.053,0.09,0.217,1.84
15-448,"Crumble, vegetable in milk base, wholemeal",Recipe. Cauliflower and sweetcorn crumble.,0.059,0.091,0.194,1.79
15-437,"Cauliflower in white sauce, made with skimmed milk",Recipe,0.034,0.027,0.048,0.56
15-509,"Curry, vegetable, West Indian","Recipe. Aubergine, okra, spinach and potato.",0.024,0.04,0.039,0.6
15-498,"Curry, potato, Gujerati",Recipe,0.014,0.053,0.118,0.94
15-499,"Curry, potato, Punjabi",Recipe,0.019,0.04,0.138,0.94
15-500,"Curry, potato and pea","Recipe, Bangladeshi dish",0.029,0.038,0.13,0.92
15-501,"Curry, red kidney bean, Gujerati","Recipe, thin-medium consistency",0.04,0.061,0.097,1.07
15-502,"Curry, red kidney and mung bean, whole",Recipe,0.039,0.121,0.076,1.53
15-503,"Curry, spinach","Recipe, Islami dish, spinach and tomato",0.025,0.094,0.046,1.1
15-504,"Curry, spinach and potato","Recipe, Frozen spinach and potato in masala sauce.",0.022,0.083,0.074,1.1
15-505,"Curry, tinda gourd and potato","Recipe. Punjabi dish.  Tinda gourd, potato, tomato and onion.",0.017,0.04,0.085,0.74
15-506,"Curry, vegetable, frozen mixed vegetables",Recipe. Frozen mixed vegetables and potato.,0.026,0.061,0.072,0.9
15-517,"Flan, cheese, onion and potato",Recipe from dietary survey records,0.13,0.251,0.202,3.54
15-508,"Curry, vegetable, Pakistani","Recipe.  Assorted vegetables, includes coconut",0.024,0.026,0.092,0.64
15-518,"Flan, cheese, onion and potato, wholemeal",Recipe from dietary survey records,0.137,0.253,0.174,3.48
15-510,"Curry, vegetable, with yogurt",Recipe. Basic UK-type curry.  Mixed vegetables with yogurt.,0.026,0.041,0.047,0.64
15-511,Dal Dhokari,Recipe. Gujerati dish. Pastry shapes in pigeon pea sauce.,0.056,0.033,0.192,1.23
15-512,"Dosa, plain",Recipe. Thin pancake made from rice and black gram dahl.,0.09,0.087,0.226,2.01
15-513,"Dosa, filling, vegetable",Recipe. Filling for Dosa pancakes.,0.018,0.063,0.102,0.97
15-514,"Falafel, fried in vegetable oil",Recipe. Middle-Eastern dish. Deep fried chick pea balls.,0.064,0.112,0.159,1.83
15-515,"Flan, cheese and mushroom",Recipe from dietary survey records,0.107,0.2,0.184,2.92
15-516,"Flan, cheese and mushroom, wholemeal",Recipe from dietary survey records,0.114,0.202,0.155,2.86
15-475,"Curry, green bean",Recipe. Gujerati dish. Frozen green beans in masala sauce.,0.015,0.124,0.044,1.3
15-450,"Crumble, vegetable in tomato base, wholemeal",Recipe. Assorted vegetable crumble.,0.039,0.106,0.163,1.72
15-507,"Curry, vegetable, Islami",Recipe,0.025,0.047,0.084,0.81
15-487,"Curry, mung bean dahl, Bengali",Recipe. Split mung beans. Thin consistency,0.042,0.033,0.074,0.74
15-476,"Curry, karela","Recipe. Punjabi dish. Karela, onion and tomato.",0.017,0.098,0.046,1.12
15-477,"Curry, lentil, red/masoor dahl, with butter","Recipe, Bangladeshi dish, thin consistancy",0.076,0.066,0.193,1.61
15-478,"Curry, lentil, red/masoor dahl, with vegetable oil","Recipe, Bangladeshi dish., thin consistancy",0.076,0.079,0.192,1.73
15-479,"Curry, lentil, red/masoor dahl, Punjabi","Recipe, thick consistency",0.072,0.046,0.193,1.41
15-480,"Curry, lentil, red/masoor dahl and tomato, with butter","Recipe, thin consistency",0.043,0.053,0.106,1.04
15-481,"Curry, lentil, red/masoor dahl and tomato, with vegetable oil","Recipe, thin consistency",0.043,0.063,0.106,1.13
15-482,"Curry, lentil, red/masoor dahl and tomato, Punjabi","Recipe, thick consistency",0.032,0.055,0.085,0.93
15-483,"Curry, lentil, red/masoor dahl and mung bean dahl","Recipe, thin consistency",0.048,0.067,0.101,1.16
15-484,"Curry, lentil, red/masoor dahl and vegetable","Recipe, Basic UK-type dish. Lentil, tomato, carrot and pepper",0.058,0.038,0.148,1.12
15-486,"Curry, lentil, whole/masoor, Punjabi","Recipe, medium consistency",0.056,0.083,0.139,1.48
15-497,"Curry, pigeon pea dahl with tomatoes and peanuts","Recipe, Gujerati, split pigeon peas",0.069,0.033,0.169,1.21
15-488,"Curry, mung bean dahl and spinach",Recipe. Gujerati dish. Split mung beans,0.077,0.029,0.123,1.02
15-489,"Curry, mung bean, whole, Gujerati","Recipe, thick consistency",0.06,0.059,0.132,1.26
15-490,"Curry, mung bean, whole, Punjabi","Recipe, medium consistency",0.042,0.028,0.088,0.74
15-491,"Curry, mung bean, whole and turnip leaves",Recipe,0.044,0.142,0.062,1.69
15-492,"Curry, okra","Recipe, Okra in masala sauce.",0.026,0.089,0.053,1.1
15-493,"Curry, pea and potato","Recipe, canned peas",0.025,0.111,0.102,1.47
15-494,"Curry, pigeon pea dahl, with butter","Recipe, split pigeon peas",0.046,0.046,0.135,1.08
15-495,"Curry, pigeon pea dahl, with vegetable oil","Recipe, split pigeon peas",0.046,0.055,0.135,1.16
15-496,"Curry, pigeon pea dahl and tomato",Recipe. Thin consistency. Split pigeon peas,0.024,0.022,0.073,0.56
15-485,"Curry, lentil, whole/masoor, Gujerati","Recipe, thick consistency",0.065,0.053,0.17,1.37
15-372,"Flan, vegetable",Recipe from dietary survey records and dissection of shop-bought samples,0.053,0.145,0.199,2.26
15-362,"Vegetable kiev, baked","4 samples, 2 brands including cordon bleu and traditional style",0.099,0.137,0.176,2.29
15-363,"Vegetable and cheese grill/burger, in crumbs, baked/grilled","9 samples, 6 brands including cheese grills and cheese and onion crispbakes",0.07,0.14,0.23,2.4
15-364,"Vegetables, stir-fried, takeaway",10 samples from different outlets,0.018,0.041,0.021,0.52
15-365,"Vegetarian sausages, baked/grilled","4 samples, 3 brands, baked or grilled",0.149,0.094,0.092,1.79
15-366,"Beanburger, soya, fried in vegetable oil",Recipe from review of recipe collection,0.106,0.11,0.137,1.93
15-367,"Cannelloni, vegetable",Pasta tubes with mixed vegetable filling. Recipe from dietary survey records,0.051,0.091,0.155,1.61
15-368,"Casserole, vegetable",Recipe from dietary survey records,0.022,0.004,0.106,0.52
15-369,"Cauliflower cheese, made with semi-skimmed milk",Recipe,0.06,0.065,0.051,1.02
15-380,"Salad, green","Lettuce, cucumber, pepper and celery. Recipe from review of recipe collection",0.007,0.003,0.018,0.12
15-371,"Curry, chick pea dahl",Punjabi dish. Split chick peas and tomato. Recipe from dietary survey records,0.079,0.061,0.179,1.54
15-381,"Salad, rice","Rice, vegetables, nut and raisin. Recipe from dietary survey records",0.03,0.075,0.231,1.65
15-373,Garlic mushrooms not coated,Recipe from review of recipe collection,0.021,0.144,0.007,1.4
15-374,Nut roast,Recipe from review of recipe collection. Mixed nuts,0.133,0.235,0.184,3.33
15-376,"Pancakes, stuffed with vegetables","Tomato, mushroom and onion stuffing. Recipe adapted from a recipe from Leeds Polytechnic",0.039,0.076,0.141,1.37
15-377,"Pasty, vegetable",Recipe from dietary survey records,0.04,0.165,0.331,2.89
15-378,"Risotto, vegetable","White rice, vegetables, red kidney beans and cashew nuts. Recipe from Leeds Polytechnic",0.041,0.065,0.192,1.47
15-379,"Pie, vegetable",Recipe from review of recipe collection,0.03,0.084,0.188,1.59
15-358,"Vegetable grill/burger, in crumbs, baked/grilled","6 samples, different brands including bean
burgers and crispbakes",0,0.128,0,0
15-370,"Chilli, vegetable, homemade",Recipe from dietary survey records,0.026,0.006,0.107,0.56
15-340,"Vegeburger mix, made up with water and egg, grilled",Calculated from 15-337 using 9% weight loss,0.137,0.066,0.133,1.63
15-331,"Vegeburger, retail, grilled","6 samples, 3 brands; soya protein based. Grilled 6-10 minutes",0.166,0.111,0.08,1.96
15-332,Vegeburger mix,"10 samples, 6 brands",0.304,0.126,0.345,3.64
15-333,"Vegeburger mix, made up with water",Calculated from 15-332 made up with water according to packet directions,0.115,0.048,0.13,1.37
15-334,"Vegeburger mix, made up with water, fried in sunflower oil",Calculated from 15-333 using 12% weight loss and measured fat uptake,0.123,0.116,0.139,2.05
15-335,"Vegeburger mix, made up with water, fried in vegetable oil",Calculated from 15-333 using 12% weight loss and measured fat uptake,0.123,0.116,0.139,2.05
15-336,"Vegeburger mix, made up with water, grilled",Calculated from 15-333 using 9% weight loss,0.126,0.052,0.143,1.5
15-337,"Vegeburger mix, made up with water and egg",Calculated from 15-332 made up with water and egg according to packet directions,0.125,0.06,0.121,1.48
15-338,"Vegeburger mix, made up with water and egg, fried in sunflower oil",Calculated from 15-337 using 12% weight loss and measured fat uptake,0.134,0.129,0.13,2.18
15-342,Vegetable pancake roll,18 samples purchased from take-away outlets; Chinese pancake rolls,0.066,0.125,0.21,2.18
15-393,"Bhaji, cabbage","Recipe adapted from Carlson and de Wet, 1991",0.022,0.047,0.067,0.76
15-357,"biryani, vegetable, takeaway",10 samples from different outlets,0,0.07,0,0
15-382,Vegetable bake,Assorted vegetables topped with cheese sauce and breadcrumbs. Recipe from dietary survey records,0.043,0.072,0.131,1.31
15-343,Vegetable pate,"5 samples, 4 brands; assorted soya, cereal and vegetable based",0.075,0.134,0.059,1.73
15-344,"Vegetable stir fry mix, fried in corn oil",8 assorted frozen samples; stir-fried 4-7 minutes,0.02,0.036,0.064,0.64
15-345,"Vegetable stir fry mix, fried in sunflower oil",8 assorted frozen samples; stir fried 4-7 minutes,0.02,0.036,0.064,0.64
15-346,"Vegetable stir fry mix, fried in vegetable oil",8 assorted frozen samples; stir-fried 4-7 minutes,0.02,0.036,0.064,0.64
15-352,"Enchiladas, vegetable, takeaway",8 samples from different outlets,0,0.071,0,0
15-353,"Protein substitute grill/burger, unbreaded, baked/grilled","7 samples, 3 brands",0,0.105,0,0
15-355,"Vegetable curry, Thai, takeaway",10 samples from different outlets,0,0.082,0,0
15-356,"Vegetable balti, takeaway",10 samples from different outlets,0,0.081,0,0
15-339,"Vegeburger mix, made up with water and egg, fried in vegetable oil",Calculated from 15-337 using 12% weight loss and measured fat uptake,0.134,0.129,0.13,2.18
15-416,"Bhaji, spinach","Recipe from Wharton et al, 1983",0.033,0.068,0.025,0.83
15-391,"Bhaji, aubergine and potato",Recipe from review of recipe collection,0.02,0.089,0.121,1.31
15-407,"Bhaji, okra, Bangladeshi, with vegetable oil","Okra, onion and spices. Recipe adapted from Carlson and de Wet, 1991",0.025,0.064,0.077,0.97
15-408,"Bhaji, okra, Islami",Recipe from the Aga Khan Health Board for the United Kingdom. Very dry dish,0.047,0.169,0.089,2.01
15-409,"Bhaji, pea","Pakistani dish. Recipe from Wharton et al, 1983",0.05,0.342,0.093,3.63
15-410,"Bhaji, potato, with butter ghee","Recipe from Wharton et al, 1983",0.024,0.1,0.166,1.61
15-411,"Bhaji, potato, with vegetable oil","Recipe from Wharton et al, 1983",0.024,0.101,0.166,1.61
15-412,"Bhaji, potato and fenugreek leaves",Gujerati dish. Recipe from review of recipe collection,0.038,0.16,0.188,2.22
15-413,"Bhaji, potato and green pepper","Punjabi dish. Potato, pepper, onion and tomato. Recipe from dietary survey records",0.017,0.091,0.114,1.31
15-405,"Bhaji, mustard leaves and spinach","Recipe from Wharton et al, 1983",0.031,0.065,0.038,0.84
15-415,"Bhaji, potato, onion and mushroom",Recipe from review of recipe collection,0.021,0.175,0.121,2.11
15-404,"Bhaji, mustard leaves","Recipe from Wharton et al, 1983",0.03,0.063,0.046,0.85
15-417,"Bhaji, spinach and potato",Recipe from review of recipe collection,0.037,0.141,0.134,1.92
15-418,"Bhaji, turnip","Recipe from Wharton et al, 1983",0.013,0.166,0.065,1.79
15-419,"Bhaji, turnip and onion",Punjabi dish. Recipe from dietary survey records,0.013,0.109,0.071,1.29
15-420,"Bhaji, vegetable, with butter","Recipe from Tan et al, 1985. Mixed vegetables",0.022,0.153,0.103,1.85
15-421,"Bhaji, vegetable, with vegetable oil","Recipe from Tan et al, 1985. Mixed vegetables",0.021,0.185,0.101,2.13
15-422,"Broccoli in cheese sauce, made with whole milk",Recipe from review of recipe collection,0.068,0.075,0.043,1.11
15-423,"Broccoli in cheese sauce, made with semi-skimmed milk",Recipe from review of recipe collection,0.068,0.068,0.043,1.05
15-424,"Broccoli in cheese sauce, made with skimmed milk",Recipe from review of recipe collection,0.068,0.063,0.043,1
15-425,"Bubble and squeak, fried in lard","Fried cabbage and potato. Recipe from Wiles et al, 1980",0.014,0.091,0.098,1.24
15-414,"Bhaji, potato and onion","Bangladeshi dish. Recipe adapted from Carlson and de Wet, 1991",0.022,0.102,0.167,1.62
15-394,"Bhaji, cabbage and pea, with butter ghee","Bangladeshi dish. Recipe adapted from Carlson and de Wet, 1991",0.033,0.147,0.092,1.79
15-384,"Cauliflower cheese, made with whole milk","Recipe from Holland et al, 1991",0.06,0.07,0.051,1.07
15-385,"Aubergine, stuffed with rice","Rice, tomato, onion and raisin stuffing. Recipe from review of recipe collection. Whole dish consumed",0.018,0.024,0.148,0.84
15-386,"Aubergine, stuffed with vegetables, cheese topping","Tomato, mushroom and onion stuffing. Recipe from review of recipe collection. Whole dish consumed",0.053,0.098,0.044,1.25
15-387,Bean loaf,Recipe from dietary survey records. Mixed beans,0.069,0.073,0.152,1.5
15-388,"Beanburger, aduki, fried in vegetable oil",Recipe,0.082,0.076,0.233,1.89
15-389,"Beanburger, butter bean, fried in vegetable oil",Recipe,0.057,0.108,0.192,1.92
15-390,"Beanburger, red kidney bean, fried in vegetable oil",Recipe from Leeds Polytechnic,0.062,0.108,0.217,2.04
15-330,"Vegeburger, retail, fried in vegetable oil","10 samples, 5 brands; soya and wheat protein based. Fried 4-5 minutes",0.159,0.17,0.075,2.45
15-406,"Bhaji, okra, Bangladeshi, with butter ghee","Okra, onion and spices. Recipe adapted from Carlson and de Wet, 1991",0.025,0.064,0.077,0.97
15-305,"Samosas, vegetable, retail","5 samples, 3 brands; mixed vegetable filling",0.051,0.093,0.3,2.17
15-383,"Bubble and squeak, fried in vegetable oil","Fried cabbage and potato. Recipe from Wiles et al, 1980",0.014,0.091,0.098,1.25
15-395,"Bhaji, cabbage and pea, with vegetable oil","Bangladeshi dish. Recipe adapted from Carlson and de Wet, 1991",0.033,0.147,0.092,1.79
15-396,"Bhaji, cabbage and potato, with butter",Punjabi dish. Recipe from dietary survey records,0.023,0.059,0.091,0.96
15-397,"Bhaji, cabbage and potato, with vegetable oil",Punjabi dish. Recipe from dietary survey records,0.022,0.07,0.091,1.06
15-398,"Bhaji, carrot, potato and pea, with butter",Punjabi dish. Recipe from dietary survey records,0.024,0.067,0.122,1.15
15-399,"Bhaji, carrot, potato and pea, with vegetable oil",Punjabi dish. Recipe from dietary survey records,0.023,0.08,0.121,1.27
15-400,"Bhaji, cauliflower",Recipe,0.04,0.204,0.041,2.15
15-401,"Bhaji, cauliflower and potato","Bangladeshi dish. Recipe adapted from Carlson and de Wet, 1991",0.043,0.072,0.086,1.08
15-402,"Bhaji, cauliflower and vegetable","Cauliflower, onion, tomato and spices. Recipe from Wharton et al, 1983",0.04,0.095,0.06,1.24
15-403,"Bhaji, mushroom",Mushroom and onion. Recipe from review of recipe collection,0.017,0.168,0.042,1.73
15-392,"Bhaji, aubergine, pea, potato and cauliflower",Gujerati dish. Recipe from a personal collection,0.033,0.026,0.094,0.71
15-189,"Lasagne, vegetable, retail",8 assorted samples; cooked in conventional and microwave ovens according to packet directions,0.048,0.053,0.134,1.17
15-132,"Curry, mung bean dahl and tomato",Punjabi dish. Recipe from dietary survey records. Split mung beans,0.056,0.036,0.112,0.95
15-146,"Curry, red kidney bean, Punjabi",Recipe from dietary survey records.  Medium consistency,0.047,0.056,0.101,1.06
15-155,"Curry, vegetable, retail, with rice","4 samples, 2 brands; cooked in conventional and microwave ovens according to packet directions",0.033,0.03,0.164,1.02
15-156,"Curry, vegetable, takeaway","12 samples purchased from take-away outlets; curry only, no rice",0.025,0.074,0.076,1.05
15-163,"Flan, broccoli",Recipe from dietary survey records,0.083,0.151,0.212,2.49
15-164,"Flan, broccoli, wholemeal",Recipe from dietary survey records,0.092,0.153,0.178,2.41
15-165,"Flan, cauliflower cheese",Recipe from dietary survey records and dissection of shop-bought samples,0.05,0.126,0.172,1.98
15-166,"Flan, cauliflower cheese, wholemeal",Recipe from dietary survey records and dissection of shop-bought samples,0.057,0.128,0.146,1.92
15-209,"Nut croquettes, fried in vegetable oil",Recipe from review of recipe collection,0.093,0.262,0.216,3.51
15-188,"Lasagne, vegetable, wholemeal",Recipe from dietary survey records,0.048,0.046,0.124,1.06
15-115,"Curry, gobi aloo sag, retail","Cauliflower, onion, potato, spinach and tomato. Recipe from manufacturer",0.022,0.069,0.071,0.95
15-190,Laverbread,6 samples; cooked pureed seaweed coated in oatmeal,0.032,0.037,0.016,0.52
15-198,Lentil roast,Recipe from review of recipe collection,0.077,0.03,0.219,1.39
15-199,"Lentil roast, with egg",Recipe from review of recipe collection,0.082,0.036,0.203,1.41
15-200,Lentil and nut roast,Recipe from review of recipe collection,0.106,0.121,0.188,2.22
15-201,"Lentil and nut roast, with egg",Recipe from review of recipe collection,0.108,0.121,0.176,2.18
15-206,"Moussaka, vegetable, retail","7 samples, 3 brands; cooked in conventional and microwave ovens according to packet directions",0.059,0.049,0.08,0.98
15-207,"Mushroom Dopiaza, retail","Mushroom, onion, tomato and spices. Recipe from manufacturer",0.013,0.057,0.037,0.69
15-314,"Soya mince, granules",10 samples of the same brand Cross and Blackwell,0.432,0.054,0.11,2.63
15-186,"Lasagne, spinach, wholemeal",Recipe from dietary survey records,0.042,0.031,0.13,0.93
15-047,"Bhaji, vegetable, Punjabi, with butter",Recipe from manufacturer. Mixed vegetables,0.035,0.072,0.082,1.08
15-426,"Bubble and squeak, fried in sunflower oil","Fried cabbage and potato. Recipe from Wiles et al, 1980",0.014,0.091,0.098,1.25
13-336,Sauerkraut,"IFR; 10 samples, 3 brands. Bottled and canned, drained",0.011,0,0.011,0.09
15-001,"Aubergine, stuffed with lentils and vegetables",Recipe from dietary survey records. Whole dish consumed,0.02,0.046,0.039,0.64
15-016,"Bhaji, cabbage and spinach","Punjabi dish. Cabbage, spinach, onion and chick pea flour. Recipe from manufacturer",0.036,0.171,0.078,1.98
15-021,"Bhaji, cauliflower, potato and pea, with butter",Punjabi dish. Recipe from manufacturer,0.035,0.113,0.082,1.45
15-022,"Bhaji, cauliflower, potato and pea, with vegetable oil",Punjabi dish. Recipe from manufacturer,0.034,0.137,0.082,1.66
15-024,"Bhaji, green bean",Punjabi dish. Recipe from manufacturer,0.022,0.076,0.05,0.91
15-025,"Bhaji, karela, with butter ghee",Recipe from a personal collection,0.018,0.106,0.012,1.03
15-130,"Curry, mung bean dahl, Punjabi",Recipe from dietary survey records. Thick consistency,0.063,0.031,0.124,0.99
15-040,"Bhaji, potato, spinach and cauliflower","Recipe from Wharton et al, 1983",0.022,0.151,0.071,1.69
15-125,"Curry, lentil, red/masoor dahl, mung bean dahl and tomato",Punjabi dish. Recipe from dietary survey records,0.044,0.043,0.097,0.92
15-048,"Bhaji, vegetable, Punjabi, with vegetable oil",Recipe from manufacturer. Mixed vegetables,0.035,0.086,0.082,1.2
15-074,"Chilli, vegetable, retail","6 samples, 5 brands; cooked in conventional and microwave ovens according to packet directions",0.04,0.021,0.094,0.7
15-077,"Coleslaw, with mayonnaise, retail",Recipe from average of manufacturers proportions,0.012,0.264,0.042,2.58
15-078,"Coleslaw, with reduced calorie dressing, retail",Recipe from average of manufacturers proportions,0.009,0.045,0.061,0.67
15-079,"Coleslaw, with vinaigrette, retail",Recipe from manufacturer,0.011,0.04,0.124,0.87
15-095,"Curry, black-eye bean, Punjabi",Recipe from dietary survey records,0.06,0.04,0.137,1.11
15-107,"Curry, chick pea, whole and tomato, Punjabi, with butter","Chick peas, onion and tomato. Recipe from dietary survey records",0.056,0.043,0.124,1.07
15-108,"Curry, chick pea, whole and tomato, Punjabi, with vegetable oil","Chick peas, onion and tomato. Recipe from dietary survey records",0.056,0.049,0.124,1.12
15-210,"Nut cutlets, retail, fried in sunflower oil",Recipe from manufacturer,0.048,0.223,0.187,2.89
15-026,"Bhaji, karela, with vegetable oil",Recipe from a personal collection,0.018,0.106,0.012,1.03
15-313,"Shepherd's pie, vegetable, retail","Vegetable, lentil and barley base with potato topping. Recipe from manufacturer",0.019,0.049,0.133,1.01
